what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332512171382
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332512171395
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332512171502
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332512171503
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1332512171503
os,sysinfo,,,"win32",1332512171507
arch,sysinfo,,,"x86",1332512171508
ws,sysinfo,,,"win32",1332512171508
locale,sysinfo,,,"en_IN",1332512171508
processors,sysinfo,,,"2",1332512171508
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332512171508
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1332512171508
java.specification.name,sysinfo,,,"Java Platform API Specification",1332512171508
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512171508
java.specification.version,sysinfo,,,"1.6",1332512171508
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512171508
java.version,sysinfo,,,"1.6.0_30",1332512171508
java.vm.info,sysinfo,,,"mixed mode, sharing",1332512171508
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332512171508
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332512171508
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512171508
java.vm.specification.version,sysinfo,,,"1.0",1332512171508
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512171508
java.vm.version,sysinfo,,,"20.5-b03",1332512171508
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1332512171537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512171945
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1332512172087
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1332512172817
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1332512179721
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1332512179754
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1332512179850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512182982
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512183228
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512183263
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1332512183265
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1332512184079
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1332512184157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332512187680
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1332512188236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512188793
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512198285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512208961
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512214573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512215999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512231986
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332512232337
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1332512232374
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1332512232385
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1332512353149
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1332512353151
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1332512353151
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1332512353152
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1332512353152
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1332512353153
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1332512353154
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1332512353154
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1332512353155
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1332512353155
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1332512353156
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1332512353157
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1332512353158
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1332512353158
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1332512353159
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1332512353159
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1332512353160
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1332512353161
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1332512353167
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1332512353168
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1332512353168
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1332512353169
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1332512353169
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1332512353170
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1332512353170
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1332512353171
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1332512353171
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1332512353172
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1332512353173
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1332512353174
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1332512353175
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1332512353176
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1332512353176
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1332512353177
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1332512353178
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1332512353178
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1332512353178
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1332512353179
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1332512353180
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1332512353181
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1332512353181
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1332512353182
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1332512353183
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1332512353187
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1332512353204
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1332512353205
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1332512353206
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1332512353206
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1332512353206
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1332512353207
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1332512353208
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1332512353209
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1332512353210
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1332512353210
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1332512353211
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1332512353212
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1332512353212
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1332512353212
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1332512353213
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1332512353214
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1332512353220
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1332512353221
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1332512353222
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1332512353224
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1332512353225
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1332512353226
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1332512353227
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1332512353228
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1332512353229
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1332512353232
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1332512353232
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1332512353232
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1332512353233
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1332512353234
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1332512353235
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1332512353236
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1332512353236
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1332512353238
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332512353239
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1332512353241
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332512353242
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1332512353248
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1332512353249
os,sysinfo,,,"win32",1332512353252
arch,sysinfo,,,"x86",1332512353252
ws,sysinfo,,,"win32",1332512353252
locale,sysinfo,,,"en_IN",1332512353252
processors,sysinfo,,,"2",1332512353252
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332512353253
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1332512353253
java.specification.name,sysinfo,,,"Java Platform API Specification",1332512353253
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512353253
java.specification.version,sysinfo,,,"1.6",1332512353253
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512353253
java.version,sysinfo,,,"1.6.0_31",1332512353253
java.vm.info,sysinfo,,,"mixed mode, sharing",1332512353253
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1332512353253
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332512353253
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512353253
java.vm.specification.version,sysinfo,,,"1.0",1332512353253
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332512353253
java.vm.version,sysinfo,,,"20.6-b01",1332512353253
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1332512353261
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1332512353890
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1332512353896
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1332512353932
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1332512358032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512358445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512366325
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1332512366352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512368971
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1332512369076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512370634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512371929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512376756
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512376892
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512376921
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1332512376922
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1332512377497
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1332512377528
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512383679
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512391400
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1332512392136
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512392199
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512394598
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512395816
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512396744
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512397232
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.findNext",1332512398436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512423382
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.show.outline",1332512423478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512429523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512437320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1332512437331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512439996
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1332512442447
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512452141
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1332512452173
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1332512452214
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.textStart",1332512456861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512477050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512486906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512495383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512939601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512951116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512968092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332512969211
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513019028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513022442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513022448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513022531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513034995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513042105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513078800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513094173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513111350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513111757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513204271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513204716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513238655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513243530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513243536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513243641
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513384822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513391151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513391158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513391270
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513424044
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513428046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513481982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513490810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513518621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513527321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513630662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513632127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513641881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513644056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513644063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513644163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513670162
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513763836
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513773006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513780732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513861826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513877425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513955725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332513969228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514035292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514046594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514047245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514057876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514102090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514106089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514106097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514106221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514138916
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1332514147434
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1332514150881
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1332514150962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332514152144
